has,prefers,count,rel_perf
price_commercial,revenue_Residential,0.139267438,1
price_commercial,revenue_Transportation,0.534278493,1
price_industrial,price_other,0.670405236,1
price_industrial,price_residential,0.926603483,1
price_industrial,price_transportation,0.419740819,1
price_industrial,revenue_All Sectors,0.087179945,1
price_industrial,revenue_Commercial,0.146419809,1
price_industrial,revenue_Industrial,0.003040173,0
price_industrial,revenue_Other,0.019653552,1
price_industrial,revenue_Residential,0.060566145,1
price_industrial,revenue_Transportation,0.231685628,1
price_other,price_residential,0.712746445,1
price_other,price_transportation,,
price_other,revenue_All Sectors,-0.130600852,
price_other,revenue_Commercial,-0.083256882,
price_other,revenue_Industrial,-0.144544819,
price_other,revenue_Other,-0.17879157
price_other,revenue_Residential,-0.149070386
price_other,revenue_Transportation,
price_residential,price_transportation,0.510629185
price_residential,revenue_All Sectors,0.182647962
price_residential,revenue_Commercial,0.249521569
price_residential,revenue_Industrial,0.055014561
price_residential,revenue_Other,0.225606581
price_residential,revenue_Residential,0.151300375
price_residential,revenue_Transportation,0.514646562
price_transportation,revenue_All Sectors,0.075605116
price_transportation,revenue_Commercial,0.125635963
price_transportation,revenue_Industrial,-0.050455544
price_transportation,revenue_Other,
price_transportation,revenue_Residential,0.06233563
price_transportation,revenue_Transportation,0.320284034
revenue_All Sectors,revenue_Commercial,0.969050267
revenue_All Sectors,revenue_Industrial,0.85174877
revenue_All Sectors,revenue_Other,0.804568903
revenue_All Sectors,revenue_Residential,0.98283685
revenue_All Sectors,revenue_Transportation,0.386080405
revenue_Commercial,revenue_Industrial,0.737624218
revenue_Commercial,revenue_Other,0.782454083
revenue_Commercial,revenue_Residential,0.928249146
revenue_Commercial,revenue_Transportation,0.537175934
revenue_Industrial,revenue_Other,0.635972777
revenue_Industrial,revenue_Residential,0.813368163
revenue_Industrial,revenue_Transportation,0.050665056
revenue_Other,revenue_Residential,0.784708061
revenue_Other,revenue_Transportation,
revenue_Residential,revenue_Transportation,0.309185469
production_natural_gas,production_renewables,0.28617301
production_coal,production_renewables,-0.144919844
production_nuclear,production_renewables,0.102852118
production_other,production_renewables,0.047801613
production_all_sources,production_renewables,0.28912148
electricity_export,production_renewables,0.662641862
electricity_import,production_renewables,0.375911889
price_all sectors,production_renewables,-0.007806952
price_commercial,production_renewables,0.007550532
price_industrial,production_renewables,-0.063802018
price_other,production_renewables,-0.14428008
price_residential,production_renewables,-0.02681071
price_transportation,production_renewables,-0.132738191
revenue_All Sectors,production_renewables,0.398338103
revenue_Commercial,production_renewables,0.451423198
revenue_Industrial,production_renewables,0.289260442
revenue_Other,production_renewables,0.333098079
revenue_Residential,production_renewables,0.348195234
revenue_Transportation,production_renewables,0.215914923
production_coal,production_natural_gas,0.292589209
production_nuclear,production_natural_gas,0.304586565
production_other,production_natural_gas,0.373516658
production_all_sources,production_natural_gas,0.772251057
electricity_export,production_natural_gas,0.008261037
electricity_import,production_natural_gas,0.121854136
price_all sectors,production_natural_gas,0.130923471
price_commercial,production_natural_gas,0.115613209
price_industrial,production_natural_gas,0.082862174
price_other,production_natural_gas,-0.054167411
price_residential,production_natural_gas,0.124654886
price_transportation,production_natural_gas,0.064520598
revenue_All Sectors,production_natural_gas,0.820834717
revenue_Commercial,production_natural_gas,0.747216859
revenue_Industrial,production_natural_gas,0.729887603
revenue_Other,production_natural_gas,0.654888799
revenue_Residential,production_natural_gas,0.841251365
revenue_Transportation,production_natural_gas,0.126768015
production_nuclear,production_coal,0.454005304
production_other,production_coal,0.131638353
production_all_sources,production_coal,0.744717418
electricity_export,production_coal,-0.081126841
electricity_import,production_coal,-0.183069025
price_all sectors,production_coal,-0.355926836
price_commercial,production_coal,-0.326481236
price_industrial,production_coal,-0.36804758
price_other,production_coal,-0.296861368
price_residential,production_coal,-0.317245244
price_transportation,production_coal,-0.165902635
revenue_All Sectors,production_coal,0.423865736
revenue_Commercial,production_coal,0.258699683
revenue_Industrial,production_coal,0.626167894
revenue_Other,production_coal,0.271307628
revenue_Residential,production_coal,0.456773073
revenue_Transportation,production_coal,-0.143905783
production_other,production_nuclear,0.189263284
production_all_sources,production_nuclear,0.679344427
electricity_export,production_nuclear,0.036075632
electricity_import,production_nuclear,0.113717012
price_all sectors,production_nuclear,0.020818991
price_commercial,production_nuclear,0.024789686
price_industrial,production_nuclear,-0.067726654
price_other,production_nuclear,-0.116963335
price_residential,production_nuclear,0.036030279
price_transportation,production_nuclear,-0.049091534
revenue_All Sectors,production_nuclear,0.581286535
revenue_Commercial,production_nuclear,0.531422116
revenue_Industrial,production_nuclear,0.541745891
revenue_Other,production_nuclear,0.530678109
revenue_Residential,production_nuclear,0.57909986
revenue_Transportation,production_nuclear,0.316753235
production_all_sources,production_other,0.364031827
electricity_export,production_other,0.049430696
electricity_import,production_other,0.141896056
price_all sectors,production_other,0.193635059
price_commercial,production_other,0.189876919
price_industrial,production_other,0.147199517
price_other,production_other,0.070529576
price_residential,production_other,0.176996489
price_transportation,production_other,0.016223775
revenue_All Sectors,production_other,0.418140847
revenue_Commercial,production_other,0.404808014
revenue_Industrial,production_other,0.19857852
revenue_Other,production_other,0.430214466
revenue_Residential,production_other,0.468713374
revenue_Transportation,production_other,0.21832753
electricity_export,production_all_sources,0.108083283
electricity_import,production_all_sources,0.079112288
price_all sectors,production_all_sources,-0.102936455
price_commercial,production_all_sources,-0.091178205
price_industrial,production_all_sources,-0.169841892
price_other,production_all_sources,-0.234045885
price_residential,production_all_sources,-0.086916502
price_transportation,production_all_sources,-0.094439919
revenue_All Sectors,production_all_sources,0.858340696
revenue_Commercial,production_all_sources,0.737054568
revenue_Industrial,production_all_sources,0.871928445
revenue_Other,production_all_sources,0.687199227
revenue_Residential,production_all_sources,0.876961282
revenue_Transportation,production_all_sources,0.141679766
electricity_import,electricity_export,0.439715003
price_all sectors,electricity_export,-0.051200832
price_commercial,electricity_export,-0.038609556
price_industrial,electricity_export,-0.095540281
price_other,electricity_export,-0.115886384
price_residential,electricity_export,-0.061102247
price_transportation,electricity_export,-0.058831894
revenue_All Sectors,electricity_export,0.094985243
revenue_Commercial,electricity_export,0.124478394
revenue_Industrial,electricity_export,0.038401318
revenue_Other,electricity_export,0.266678198
revenue_Residential,electricity_export,0.075678236
revenue_Transportation,electricity_export,0.151836676
price_all sectors,electricity_import,0.25995773
price_commercial,electricity_import,0.266811069
price_industrial,electricity_import,0.122934547
price_other,electricity_import,0.101603214
price_residential,electricity_import,0.271134386
price_transportation,electricity_import,0.176129822
revenue_All Sectors,electricity_import,0.306534983
revenue_Commercial,electricity_import,0.419048849
revenue_Industrial,electricity_import,0.101173153
revenue_Other,electricity_import,0.497900288
revenue_Residential,electricity_import,0.238880792
revenue_Transportation,electricity_import,0.707259833
price_commercial,price_all sectors,0.987984307
price_industrial,price_all sectors,0.954025238
price_other,price_all sectors,0.697060986
price_residential,price_all sectors,0.987373531
price_transportation,price_all sectors,0.515891554
revenue_All Sectors,price_all sectors,0.184927556
revenue_Commercial,price_all sectors,0.261878253
revenue_Industrial,price_all sectors,0.032288434
revenue_Other,price_all sectors,0.21016687
revenue_Residential,price_all sectors,0.153695587
revenue_Transportation,price_all sectors,0.503396138
price_industrial,price_commercial,0.936221071
price_other,price_commercial,0.666301615
price_residential,price_commercial,0.978735551
price_transportation,price_commercial,0.537495132
revenue_All Sectors,price_commercial,0.181977284
revenue_Commercial,price_commercial,0.257614333
revenue_Industrial,price_commercial,0.059901174
revenue_Other,price_commercial,0.25881107
revenue_Residential,price_commercial,0.139267438
revenue_Transportation,price_commercial,0.534278493
price_other,price_industrial,0.670405236
price_residential,price_industrial,0.926603483
price_transportation,price_industrial,0.419740819
revenue_All Sectors,price_industrial,0.087179945
revenue_Commercial,price_industrial,0.146419809
revenue_Industrial,price_industrial,-0.003040173
revenue_Other,price_industrial,0.019653552
revenue_Residential,price_industrial,0.060566145
revenue_Transportation,price_industrial,0.231685628
price_residential,price_other,0.712746445
price_transportation,price_other,
revenue_All Sectors,price_other,-0.130600852
revenue_Commercial,price_other,-0.083256882
revenue_Industrial,price_other,-0.144544819
revenue_Other,price_other,-0.17879157
revenue_Residential,price_other,-0.149070386
revenue_Transportation,price_other,
price_transportation,price_residential,0.510629185
revenue_All Sectors,price_residential,0.182647962
revenue_Commercial,price_residential,0.249521569
revenue_Industrial,price_residential,0.055014561
revenue_Other,price_residential,0.225606581
revenue_Residential,price_residential,0.151300375
revenue_Transportation,price_residential,0.514646562
revenue_All Sectors,price_transportation,0.075605116
revenue_Commercial,price_transportation,0.125635963
revenue_Industrial,price_transportation,-0.050455544
revenue_Other,price_transportation,
revenue_Residential,price_transportation,0.06233563
revenue_Transportation,price_transportation,0.320284034
revenue_Commercial,revenue_All Sectors,0.969050267
revenue_Industrial,revenue_All Sectors,0.85174877
revenue_Other,revenue_All Sectors,0.804568903
revenue_Residential,revenue_All Sectors,0.98283685
revenue_Transportation,revenue_All Sectors,0.386080405
revenue_Industrial,revenue_Commercial,0.737624218
revenue_Other,revenue_Commercial,0.782454083
revenue_Residential,revenue_Commercial,0.928249146
revenue_Transportation,revenue_Commercial,0.537175934
revenue_Other,revenue_Industrial,0.635972777
revenue_Residential,revenue_Industrial,0.813368163
revenue_Transportation,revenue_Industrial,0.050665056
revenue_Residential,revenue_Other,0.784708061
revenue_Transportation,revenue_Other,
revenue_Transportation,revenue_Residential,0.309185469
