has,prefers,count
production_all_sources,consumption_other,0.688429812
production_all_sources,revenue_other,0.687199227
production_nuclear,production_all_sources,0.679344427
electricity_import,consumption_transportation,0.677825608
price_industrial,price_other,0.670405236
price_commercial,price_other,0.666301615
production_renewables,electricity_export,0.662641862
production_natural_gas,revenue_other,0.654888799
revenue_industrial,revenue_other,0.635972777
production_coal,revenue_industrial,0.626167894
production_natural_gas,consumption_other,0.625685463
production_nuclear,consumption_all_sectors,0.623342836
production_coal,consumption_all_sectors,0.623338655
revenue_industrial,consumption_other,0.61877938
production_natural_gas,consumption_industrial,0.616418648
production_nuclear,consumption_commercial,0.600721246
production_nuclear,consumption_residential,0.594063778
production_coal,consumption_residential,0.585818396
revenue_commercial,consumption_transportation,0.58450538
consumption_industrial,consumption_other,0.583031672
production_nuclear,revenue_all_sectors,0.581286535
production_nuclear,revenue_residential,0.57909986
revenue_commercial,consumption_industrial,0.572635929
revenue_other,consumption_industrial,0.571543108
production_nuclear,consumption_industrial,0.549350865
production_nuclear,revenue_industrial,0.541745891
price_commercial,consumption_transportation,0.538561429
price_commercial,price_transportation,0.537495132
revenue_commercial,revenue_transportation,0.537175934
price_commercial,revenue_transportation,0.534278493
production_nuclear,revenue_commercial,0.531422116
production_nuclear,consumption_other,0.531144322
production_nuclear,revenue_other,0.530678109
price_all_sectors,price_transportation,0.515891554
price_residential,revenue_transportation,0.514646562
price_residential,consumption_transportation,0.51140324
price_residential,price_transportation,0.510629185
price_all_sectors,consumption_transportation,0.50399373
price_all_sectors,revenue_transportation,0.503396138
production_other,consumption_residential,0.498200057
electricity_import,revenue_other,0.497900288
production_other,revenue_residential,0.468713374
production_coal,revenue_residential,0.456773073
production_coal,production_nuclear,0.454005304
production_other,consumption_commercial,0.453398127
production_renewables,revenue_commercial,0.451423198
production_coal,consumption_commercial,0.443466675
electricity_export,electricity_import,0.439715003
revenue_all_sectors,consumption_transportation,0.435037405
production_other,revenue_other,0.430214466
production_coal,revenue_all_sectors,0.423865736
production_other,consumption_all_sectors,0.420434195
price_industrial,price_transportation,0.419740819
electricity_import,revenue_commercial,0.419048849
production_other,revenue_all_sectors,0.418140847
production_renewables,consumption_commercial,0.411855904
production_other,revenue_commercial,0.404808014
production_nuclear,consumption_transportation,0.403894089
electricity_import,consumption_other,0.398823773
production_renewables,revenue_all_sectors,0.398338103
consumption_commercial,consumption_transportation,0.39800819
revenue_all_sectors,revenue_transportation,0.386080405
production_other,consumption_other,0.37882861
production_renewables,electricity_import,0.375911889
production_natural_gas,production_other,0.373516658
production_other,production_all_sources,0.364031827
production_renewables,revenue_residential,0.348195234
revenue_residential,consumption_transportation,0.346914778
production_renewables,consumption_all_sectors,0.346080811
revenue_transportation,consumption_commercial,0.342439518
production_renewables,revenue_other,0.333098079
production_renewables,consumption_other,0.32204571
price_transportation,revenue_transportation,0.320284034
production_nuclear,revenue_transportation,0.316753235
production_renewables,consumption_residential,0.315689179
production_coal,consumption_other,0.3107278
revenue_residential,revenue_transportation,0.309185469
electricity_import,revenue_all_sectors,0.306534983
production_natural_gas,production_nuclear,0.304586565
production_natural_gas,production_coal,0.292589209
production_renewables,revenue_industrial,0.289260442
production_renewables,production_all_sources,0.28912148
production_renewables,production_natural_gas,0.28617301
electricity_import,consumption_commercial,0.275639062
production_coal,revenue_other,0.271307628
electricity_import,price_residential,0.271134386
electricity_import,price_commercial,0.266811069
electricity_export,revenue_other,0.266678198
production_other,consumption_transportation,0.262490408
price_all_sectors,revenue_commercial,0.261878253
electricity_import,price_all_sectors,0.25995773
price_commercial,revenue_other,0.25881107
production_coal,revenue_commercial,0.258699683
price_commercial,revenue_commercial,0.257614333
price_industrial,consumption_transportation,0.250310423
electricity_export,consumption_other,0.25017209
price_residential,revenue_commercial,0.249521569
electricity_import,revenue_residential,0.238880792
production_renewables,consumption_transportation,0.237980614
consumption_all_sectors,consumption_transportation,0.235938388
price_industrial,revenue_transportation,0.231685628
price_residential,revenue_other,0.225606581
price_transportation,consumption_transportation,0.223999438
production_other,revenue_transportation,0.21832753
production_renewables,consumption_industrial,0.218268491
production_renewables,revenue_transportation,0.215914923
price_all_sectors,revenue_other,0.21016687
production_other,revenue_industrial,0.19857852
production_other,price_all_sectors,0.193635059
production_all_sources,consumption_transportation,0.19263404
production_other,price_commercial,0.189876919
production_nuclear,production_other,0.189263284
price_all_sectors,revenue_all_sectors,0.184927556
revenue_transportation,consumption_all_sectors,0.183509147
price_residential,revenue_all_sectors,0.182647962
price_commercial,revenue_all_sectors,0.181977284
production_other,price_residential,0.176996489
electricity_import,price_transportation,0.176129822
consumption_residential,consumption_transportation,0.17184146
price_commercial,consumption_other,0.162596925
production_other,consumption_industrial,0.160002808
electricity_import,consumption_all_sectors,0.156585808
price_all_sectors,revenue_residential,0.153695587
electricity_export,revenue_transportation,0.151836676
price_residential,revenue_residential,0.151300375
production_coal,export_minus_import,0.150686373
production_other,price_industrial,0.147199517
price_industrial,revenue_commercial,0.146419809
production_natural_gas,consumption_transportation,0.145699948
electricity_export,export_minus_import,0.144326341
production_other,electricity_import,0.141896056
production_all_sources,revenue_transportation,0.141679766
electricity_export,consumption_transportation,0.140803047
price_commercial,revenue_residential,0.139267438
price_residential,consumption_other,0.133243831
production_coal,production_other,0.131638353
revenue_transportation,consumption_residential,0.131342951
production_natural_gas,price_all_sectors,0.130923471
electricity_export,consumption_commercial,0.12720909
production_natural_gas,revenue_transportation,0.126768015
price_transportation,revenue_commercial,0.125635963
production_natural_gas,price_residential,0.124654886
electricity_export,revenue_commercial,0.124478394
electricity_import,price_industrial,0.122934547
production_natural_gas,electricity_import,0.121854136
price_all_sectors,consumption_other,0.118399832
revenue_industrial,consumption_transportation,0.11785397
production_natural_gas,price_commercial,0.115613209
production_nuclear,electricity_import,0.113717012
electricity_import,consumption_residential,0.108230946
production_all_sources,electricity_export,0.108083283
electricity_export,consumption_all_sectors,0.104799089
production_renewables,production_nuclear,0.102852118
electricity_import,price_other,0.101603214
electricity_import,revenue_industrial,0.101173153
electricity_export,revenue_all_sectors,0.094985243
price_all_sectors,consumption_commercial,0.093107781
electricity_export,consumption_residential,0.088915846
price_industrial,revenue_all_sectors,0.087179945
price_residential,consumption_commercial,0.083756322
production_natural_gas,price_industrial,0.082862174
price_commercial,consumption_commercial,0.081551488
production_all_sources,electricity_import,0.079112288
electricity_export,revenue_residential,0.075678236
price_transportation,revenue_all_sectors,0.075605116
production_other,price_other,0.070529576
electricity_export,consumption_industrial,0.066615133
production_natural_gas,price_transportation,0.064520598
price_transportation,revenue_residential,0.06233563
price_industrial,revenue_residential,0.060566145
price_commercial,revenue_industrial,0.059901174
price_residential,revenue_industrial,0.055014561
revenue_industrial,revenue_transportation,0.050665056
production_other,electricity_export,0.049430696
production_renewables,production_other,0.047801613
electricity_export,revenue_industrial,0.038401318
production_nuclear,electricity_export,0.036075632
production_nuclear,price_residential,0.036030279
export_minus_import,consumption_industrial,0.033332978
price_all_sectors,revenue_industrial,0.032288434
production_nuclear,price_commercial,0.024789686
production_nuclear,price_all_sectors,0.020818991
price_industrial,revenue_other,0.019653552
production_other,price_transportation,0.016223775
production_natural_gas,electricity_export,0.008261037
electricity_import,consumption_industrial,0.007763664
production_renewables,price_commercial,0.007550532
consumption_industrial,consumption_transportation,0.006598319
production_renewables,export_minus_import,0.002495893
price_industrial,consumption_commercial,7.04E-05
price_industrial,revenue_industrial,-0.003040173
production_renewables,price_all_sectors,-0.007806952
price_transportation,consumption_commercial,-0.011982504
production_all_sources,export_minus_import,-0.01920136
price_all_sectors,consumption_residential,-0.020530855
price_residential,consumption_all_sectors,-0.024248844
price_commercial,consumption_all_sectors,-0.024523858
production_renewables,price_residential,-0.02681071
price_all_sectors,consumption_all_sectors,-0.027210274
price_residential,consumption_residential,-0.027265985
price_commercial,consumption_residential,-0.031650273
electricity_export,price_commercial,-0.038609556
revenue_transportation,consumption_industrial,-0.044001386
price_industrial,consumption_other,-0.046214514
production_nuclear,price_transportation,-0.049091534
price_transportation,revenue_industrial,-0.050455544
electricity_export,price_all_sectors,-0.051200832
production_natural_gas,price_other,-0.054167411
electricity_export,price_transportation,-0.058831894
price_transportation,consumption_all_sectors,-0.058888712
price_transportation,consumption_residential,-0.059446203
electricity_export,price_residential,-0.061102247
export_minus_import,consumption_residential,-0.063335293
production_renewables,price_industrial,-0.063802018
production_nuclear,price_industrial,-0.067726654
production_coal,electricity_export,-0.081126841
price_other,revenue_commercial,-0.083256882
production_all_sources,price_residential,-0.086916502
export_minus_import,revenue_industrial,-0.087322136
price_industrial,consumption_residential,-0.08832419
production_all_sources,price_commercial,-0.091178205
production_all_sources,price_transportation,-0.094439919
electricity_export,price_industrial,-0.095540281
price_industrial,consumption_all_sectors,-0.10023637
production_nuclear,export_minus_import,-0.102604794
production_all_sources,price_all_sectors,-0.102936455
export_minus_import,consumption_all_sectors,-0.106623496
price_transportation,consumption_industrial,-0.114111819
electricity_export,price_other,-0.115886384
production_nuclear,price_other,-0.116963335
production_coal,consumption_transportation,-0.124935076
production_other,export_minus_import,-0.125253808
production_natural_gas,export_minus_import,-0.129059362
price_other,revenue_all_sectors,-0.130600852
production_renewables,price_transportation,-0.132738191
production_coal,revenue_transportation,-0.143905783
production_renewables,price_other,-0.14428008
price_other,revenue_industrial,-0.144544819
production_renewables,production_coal,-0.144919844
price_other,revenue_residential,-0.149070386
price_commercial,consumption_industrial,-0.156170778
price_residential,consumption_industrial,-0.162591995
production_coal,price_transportation,-0.165902635
production_all_sources,price_industrial,-0.169841892
price_other,consumption_commercial,-0.171081814
price_other,revenue_other,-0.17879157
production_coal,electricity_import,-0.183069025
export_minus_import,price_industrial,-0.195518521
price_all_sectors,consumption_industrial,-0.195969492
export_minus_import,price_other,-0.197318648
export_minus_import,revenue_residential,-0.215603448
price_other,consumption_residential,-0.220194331
export_minus_import,consumption_commercial,-0.223700294
export_minus_import,price_transportation,-0.224779628
price_other,consumption_all_sectors,-0.22683516
price_industrial,consumption_industrial,-0.228737389
production_all_sources,price_other,-0.234045885
price_other,consumption_industrial,-0.239486049
price_other,consumption_other,-0.265895607
export_minus_import,revenue_all_sectors,-0.278002029
production_coal,price_other,-0.296861368
production_coal,price_residential,-0.317245244
export_minus_import,price_commercial,-0.318238411
export_minus_import,price_all_sectors,-0.318604906
export_minus_import,consumption_other,-0.325453304
production_coal,price_commercial,-0.326481236
export_minus_import,price_residential,-0.337144749
production_coal,price_all_sectors,-0.355926836
production_coal,price_industrial,-0.36804758
export_minus_import,revenue_commercial,-0.383420218
export_minus_import,revenue_other,-0.435374327
export_minus_import,consumption_transportation,-0.635143643
export_minus_import,revenue_transportation,-0.657378067
electricity_import,export_minus_import,-0.825271534
consumption_other,revenue_transportation,
consumption_transportation,consumption_other,
revenue_other,price_transportation,
consumption_transportation,price_other,
revenue_transportation,revenue_other,
price_transportation,price_other,
revenue_transportation,price_other,
consumption_transportation,revenue_other,
consumption_other,price_transportation,
price_commercial,price_all_sectors,0.987984307
price_residential,price_all_sectors,0.987373531
revenue_residential,revenue_all_sectors,0.98283685
consumption_commercial,revenue_all_sectors,0.979040702
price_residential,price_commercial,0.978735551
consumption_residential,consumption_all_sectors,0.97858731
consumption_transportation,revenue_transportation,0.974497606
consumption_other,revenue_other,0.972265485
consumption_commercial,revenue_residential,0.971953252
revenue_commercial,revenue_all_sectors,0.969050267
consumption_commercial,consumption_all_sectors,0.959633353
consumption_residential,revenue_residential,0.958666007
price_industrial,price_all_sectors,0.954025238
consumption_all_sectors,revenue_residential,0.95129445
consumption_commercial,revenue_commercial,0.950837481
consumption_all_sectors,production_all_sources,0.949946128
consumption_residential,consumption_commercial,0.945227115
consumption_all_sectors,revenue_all_sectors,0.944145596
price_industrial,price_commercial,0.936221071
consumption_industrial,revenue_industrial,0.929274138
revenue_residential,revenue_commercial,0.928249146
price_residential,price_industrial,0.926603483
consumption_residential,production_all_sources,0.925467532
consumption_residential,revenue_all_sectors,0.918676475
consumption_all_sectors,revenue_industrial,0.888577211
consumption_industrial,production_all_sources,0.888572133
revenue_residential,production_all_sources,0.876961282
revenue_industrial,production_all_sources,0.871928445
consumption_commercial,production_all_sources,0.865890382
consumption_industrial,consumption_all_sectors,0.861867573
revenue_all_sectors,production_all_sources,0.858340696
consumption_all_sectors,revenue_commercial,0.854355929
revenue_industrial,revenue_all_sectors,0.85174877
revenue_residential,production_natural_gas,0.841251365
consumption_residential,revenue_commercial,0.822730776
revenue_all_sectors,production_natural_gas,0.820834717
revenue_residential,revenue_industrial,0.813368163
consumption_residential,revenue_industrial,0.805972649
consumption_residential,production_natural_gas,0.805962601
revenue_other,revenue_all_sectors,0.804568903
consumption_commercial,revenue_industrial,0.803824942
consumption_all_sectors,production_natural_gas,0.797969451
consumption_commercial,production_natural_gas,0.793179438
consumption_industrial,production_coal,0.791062792
revenue_residential,revenue_other,0.784708061
revenue_other,revenue_commercial,0.782454083
consumption_commercial,revenue_other,0.777927716
consumption_residential,consumption_industrial,0.777838641
production_all_sources,production_natural_gas,0.772251057
consumption_other,revenue_all_sectors,0.763789064
consumption_other,revenue_residential,0.755561058
consumption_other,consumption_commercial,0.74864609
consumption_all_sectors,revenue_other,0.748190018
revenue_commercial,production_natural_gas,0.747216859
production_all_sources,production_coal,0.744717418
consumption_other,consumption_all_sectors,0.744231623
revenue_industrial,revenue_commercial,0.737624218
revenue_commercial,production_all_sources,0.737054568
revenue_industrial,production_natural_gas,0.729887603
consumption_other,revenue_commercial,0.7222343
consumption_industrial,revenue_all_sectors,0.721308897
price_residential,price_other,0.712746445
consumption_industrial,consumption_commercial,0.70946484
revenue_transportation,electricity_import,0.707259833
consumption_industrial,revenue_residential,0.703327992
consumption_residential,consumption_other,0.698126559
price_other,price_all_sectors,0.697060986
consumption_residential,revenue_other,0.695334794
consumption_other,production_all_sources,0.688429812
revenue_other,production_all_sources,0.687199227
production_all_sources,production_nuclear,0.679344427
consumption_transportation,electricity_import,0.677825608
price_other,price_industrial,0.670405236
price_other,price_commercial,0.666301615
electricity_export,production_renewables,0.662641862
revenue_other,production_natural_gas,0.654888799
revenue_other,revenue_industrial,0.635972777
revenue_industrial,production_coal,0.626167894
consumption_other,production_natural_gas,0.625685463
consumption_all_sectors,production_nuclear,0.623342836
consumption_all_sectors,production_coal,0.623338655
consumption_other,revenue_industrial,0.61877938
consumption_industrial,production_natural_gas,0.616418648
consumption_commercial,production_nuclear,0.600721246
consumption_residential,production_nuclear,0.594063778
consumption_residential,production_coal,0.585818396
consumption_transportation,revenue_commercial,0.58450538
consumption_other,consumption_industrial,0.583031672
revenue_all_sectors,production_nuclear,0.581286535
revenue_residential,production_nuclear,0.57909986
consumption_industrial,revenue_commercial,0.572635929
consumption_industrial,revenue_other,0.571543108
consumption_industrial,production_nuclear,0.549350865
revenue_industrial,production_nuclear,0.541745891
consumption_transportation,price_commercial,0.538561429
price_transportation,price_commercial,0.537495132
revenue_transportation,revenue_commercial,0.537175934
revenue_transportation,price_commercial,0.534278493
revenue_commercial,production_nuclear,0.531422116
consumption_other,production_nuclear,0.531144322
revenue_other,production_nuclear,0.530678109
price_transportation,price_all_sectors,0.515891554
revenue_transportation,price_residential,0.514646562
consumption_transportation,price_residential,0.51140324
price_transportation,price_residential,0.510629185
consumption_transportation,price_all_sectors,0.50399373
revenue_transportation,price_all_sectors,0.503396138
consumption_residential,production_other,0.498200057
revenue_other,electricity_import,0.497900288
revenue_residential,production_other,0.468713374
revenue_residential,production_coal,0.456773073
production_nuclear,production_coal,0.454005304
consumption_commercial,production_other,0.453398127
revenue_commercial,production_renewables,0.451423198
consumption_commercial,production_coal,0.443466675
electricity_import,electricity_export,0.439715003
consumption_transportation,revenue_all_sectors,0.435037405
revenue_other,production_other,0.430214466
revenue_all_sectors,production_coal,0.423865736
consumption_all_sectors,production_other,0.420434195
price_transportation,price_industrial,0.419740819
revenue_commercial,electricity_import,0.419048849
revenue_all_sectors,production_other,0.418140847
consumption_commercial,production_renewables,0.411855904
revenue_commercial,production_other,0.404808014
consumption_transportation,production_nuclear,0.403894089
consumption_other,electricity_import,0.398823773
revenue_all_sectors,production_renewables,0.398338103
consumption_transportation,consumption_commercial,0.39800819
revenue_transportation,revenue_all_sectors,0.386080405
consumption_other,production_other,0.37882861
electricity_import,production_renewables,0.375911889
production_other,production_natural_gas,0.373516658
production_all_sources,production_other,0.364031827
revenue_residential,production_renewables,0.348195234
consumption_transportation,revenue_residential,0.346914778
consumption_all_sectors,production_renewables,0.346080811
consumption_commercial,revenue_transportation,0.342439518
revenue_other,production_renewables,0.333098079
consumption_other,production_renewables,0.32204571
revenue_transportation,price_transportation,0.320284034
revenue_transportation,production_nuclear,0.316753235
consumption_residential,production_renewables,0.315689179
consumption_other,production_coal,0.3107278
revenue_transportation,revenue_residential,0.309185469
revenue_all_sectors,electricity_import,0.306534983
production_nuclear,production_natural_gas,0.304586565
production_coal,production_natural_gas,0.292589209
revenue_industrial,production_renewables,0.289260442
production_all_sources,production_renewables,0.28912148
production_natural_gas,production_renewables,0.28617301
consumption_commercial,electricity_import,0.275639062
revenue_other,production_coal,0.271307628
price_residential,electricity_import,0.271134386
price_commercial,electricity_import,0.266811069
revenue_other,electricity_export,0.266678198
consumption_transportation,production_other,0.262490408
revenue_commercial,price_all_sectors,0.261878253
price_all_sectors,electricity_import,0.25995773
revenue_other,price_commercial,0.25881107
revenue_commercial,production_coal,0.258699683
revenue_commercial,price_commercial,0.257614333
consumption_transportation,price_industrial,0.250310423
consumption_other,electricity_export,0.25017209
revenue_commercial,price_residential,0.249521569
revenue_residential,electricity_import,0.238880792
consumption_transportation,production_renewables,0.237980614
consumption_transportation,consumption_all_sectors,0.235938388
revenue_transportation,price_industrial,0.231685628
revenue_other,price_residential,0.225606581
consumption_transportation,price_transportation,0.223999438
revenue_transportation,production_other,0.21832753
consumption_industrial,production_renewables,0.218268491
revenue_transportation,production_renewables,0.215914923
revenue_other,price_all_sectors,0.21016687
revenue_industrial,production_other,0.19857852
price_all_sectors,production_other,0.193635059
consumption_transportation,production_all_sources,0.19263404
price_commercial,production_other,0.189876919
production_other,production_nuclear,0.189263284
revenue_all_sectors,price_all_sectors,0.184927556
consumption_all_sectors,revenue_transportation,0.183509147
revenue_all_sectors,price_residential,0.182647962
revenue_all_sectors,price_commercial,0.181977284
price_residential,production_other,0.176996489
price_transportation,electricity_import,0.176129822
consumption_transportation,consumption_residential,0.17184146
consumption_other,price_commercial,0.162596925
consumption_industrial,production_other,0.160002808
consumption_all_sectors,electricity_import,0.156585808
revenue_residential,price_all_sectors,0.153695587
revenue_transportation,electricity_export,0.151836676
revenue_residential,price_residential,0.151300375
export_minus_import,production_coal,0.150686373
price_industrial,production_other,0.147199517
revenue_commercial,price_industrial,0.146419809
consumption_transportation,production_natural_gas,0.145699948
export_minus_import,electricity_export,0.144326341
electricity_import,production_other,0.141896056
revenue_transportation,production_all_sources,0.141679766
consumption_transportation,electricity_export,0.140803047
revenue_residential,price_commercial,0.139267438
consumption_other,price_residential,0.133243831
production_other,production_coal,0.131638353
consumption_residential,revenue_transportation,0.131342951
price_all_sectors,production_natural_gas,0.130923471
consumption_commercial,electricity_export,0.12720909
revenue_transportation,production_natural_gas,0.126768015
revenue_commercial,price_transportation,0.125635963
price_residential,production_natural_gas,0.124654886
revenue_commercial,electricity_export,0.124478394
price_industrial,electricity_import,0.122934547
electricity_import,production_natural_gas,0.121854136
consumption_other,price_all_sectors,0.118399832
consumption_transportation,revenue_industrial,0.11785397
price_commercial,production_natural_gas,0.115613209
electricity_import,production_nuclear,0.113717012
consumption_residential,electricity_import,0.108230946
electricity_export,production_all_sources,0.108083283
consumption_all_sectors,electricity_export,0.104799089
production_nuclear,production_renewables,0.102852118
price_other,electricity_import,0.101603214
revenue_industrial,electricity_import,0.101173153
revenue_all_sectors,electricity_export,0.094985243
consumption_commercial,price_all_sectors,0.093107781
consumption_residential,electricity_export,0.088915846
revenue_all_sectors,price_industrial,0.087179945
consumption_commercial,price_residential,0.083756322
price_industrial,production_natural_gas,0.082862174
consumption_commercial,price_commercial,0.081551488
electricity_import,production_all_sources,0.079112288
revenue_residential,electricity_export,0.075678236
revenue_all_sectors,price_transportation,0.075605116
price_other,production_other,0.070529576
consumption_industrial,electricity_export,0.066615133
price_transportation,production_natural_gas,0.064520598
revenue_residential,price_transportation,0.06233563
revenue_residential,price_industrial,0.060566145
revenue_industrial,price_commercial,0.059901174
revenue_industrial,price_residential,0.055014561
revenue_transportation,revenue_industrial,0.050665056
electricity_export,production_other,0.049430696
production_other,production_renewables,0.047801613
revenue_industrial,electricity_export,0.038401318
electricity_export,production_nuclear,0.036075632
price_residential,production_nuclear,0.036030279
consumption_industrial,export_minus_import,0.033332978
revenue_industrial,price_all_sectors,0.032288434
price_commercial,production_nuclear,0.024789686
price_all_sectors,production_nuclear,0.020818991
revenue_other,price_industrial,0.019653552
price_transportation,production_other,0.016223775
electricity_export,production_natural_gas,0.008261037
consumption_industrial,electricity_import,0.007763664
price_commercial,production_renewables,0.007550532
consumption_transportation,consumption_industrial,0.006598319
export_minus_import,production_renewables,0.002495893
consumption_commercial,price_industrial,7.04E-05
revenue_industrial,price_industrial,-0.003040173
price_all_sectors,production_renewables,-0.007806952
consumption_commercial,price_transportation,-0.011982504
export_minus_import,production_all_sources,-0.01920136
consumption_residential,price_all_sectors,-0.020530855
consumption_all_sectors,price_residential,-0.024248844
consumption_all_sectors,price_commercial,-0.024523858
price_residential,production_renewables,-0.02681071
consumption_all_sectors,price_all_sectors,-0.027210274
consumption_residential,price_residential,-0.027265985
consumption_residential,price_commercial,-0.031650273
price_commercial,electricity_export,-0.038609556
consumption_industrial,revenue_transportation,-0.044001386
consumption_other,price_industrial,-0.046214514
price_transportation,production_nuclear,-0.049091534
revenue_industrial,price_transportation,-0.050455544
price_all_sectors,electricity_export,-0.051200832
price_other,production_natural_gas,-0.054167411
price_transportation,electricity_export,-0.058831894
consumption_all_sectors,price_transportation,-0.058888712
consumption_residential,price_transportation,-0.059446203
price_residential,electricity_export,-0.061102247
consumption_residential,export_minus_import,-0.063335293
price_industrial,production_renewables,-0.063802018
price_industrial,production_nuclear,-0.067726654
electricity_export,production_coal,-0.081126841
revenue_commercial,price_other,-0.083256882
price_residential,production_all_sources,-0.086916502
revenue_industrial,export_minus_import,-0.087322136
consumption_residential,price_industrial,-0.08832419
price_commercial,production_all_sources,-0.091178205
price_transportation,production_all_sources,-0.094439919
price_industrial,electricity_export,-0.095540281
consumption_all_sectors,price_industrial,-0.10023637
export_minus_import,production_nuclear,-0.102604794
price_all_sectors,production_all_sources,-0.102936455
consumption_all_sectors,export_minus_import,-0.106623496
consumption_industrial,price_transportation,-0.114111819
price_other,electricity_export,-0.115886384
price_other,production_nuclear,-0.116963335
consumption_transportation,production_coal,-0.124935076
export_minus_import,production_other,-0.125253808
export_minus_import,production_natural_gas,-0.129059362
revenue_all_sectors,price_other,-0.130600852
price_transportation,production_renewables,-0.132738191
revenue_transportation,production_coal,-0.143905783
price_other,production_renewables,-0.14428008
revenue_industrial,price_other,-0.144544819
production_coal,production_renewables,-0.144919844
revenue_residential,price_other,-0.149070386
consumption_industrial,price_commercial,-0.156170778
consumption_industrial,price_residential,-0.162591995
price_transportation,production_coal,-0.165902635
price_industrial,production_all_sources,-0.169841892
consumption_commercial,price_other,-0.171081814
revenue_other,price_other,-0.17879157
electricity_import,production_coal,-0.183069025
price_industrial,export_minus_import,-0.195518521
consumption_industrial,price_all_sectors,-0.195969492
price_other,export_minus_import,-0.197318648
revenue_residential,export_minus_import,-0.215603448
consumption_residential,price_other,-0.220194331
consumption_commercial,export_minus_import,-0.223700294
price_transportation,export_minus_import,-0.224779628
consumption_all_sectors,price_other,-0.22683516
consumption_industrial,price_industrial,-0.228737389
price_other,production_all_sources,-0.234045885
consumption_industrial,price_other,-0.239486049
consumption_other,price_other,-0.265895607
revenue_all_sectors,export_minus_import,-0.278002029
price_other,production_coal,-0.296861368
price_residential,production_coal,-0.317245244
price_commercial,export_minus_import,-0.318238411
price_all_sectors,export_minus_import,-0.318604906
consumption_other,export_minus_import,-0.325453304
price_commercial,production_coal,-0.326481236
price_residential,export_minus_import,-0.337144749
price_all_sectors,production_coal,-0.355926836
price_industrial,production_coal,-0.36804758
revenue_commercial,export_minus_import,-0.383420218
revenue_other,export_minus_import,-0.435374327
consumption_transportation,export_minus_import,-0.635143643
revenue_transportation,export_minus_import,-0.657378067
export_minus_import,electricity_import,-0.825271534
