has,prefers,count
production_coal,revenue_commercial_per_capita,0.762969593
production_coal,revenue_industrial_per_capita,1.170965367
production_coal,revenue_other_per_capita,0.975579049
production_coal,revenue_residential_per_capita,1.067996484
production_coal,revenue_transportation_per_capita,0.74288933
production_coal,sales_all_sectors,1.623338655
production_coal,sales_commercial,1.443466675
production_coal,sales_industrial,1.791062792
production_coal,sales_other,1.3107278
production_coal,sales_residential,1.585818396
production_coal,sales_transportation,0.875064924
production_coal,sales_all_sectors_per_capita,1.306724872
production_coal,sales_commercial_per_capita,0.936996252
production_coal,sales_industrial_per_capita,1.333981388
production_coal,sales_other_per_capita,1.040336142
production_coal,sales_residential_per_capita,1.35694768
production_coal,sales_transportation_per_capita,0.747020615
production_nuclear,production_other,1.189263284
production_nuclear,production_all_sources,1.679344427
production_nuclear,electricity_export,1.036075632
production_nuclear,electricity_import,1.113717012
production_nuclear,export_minus_import,0.897395206
production_nuclear,price_all_sectors,1.020818991
production_nuclear,price_commercial,1.024789686
production_nuclear,price_industrial,0.932273346
production_nuclear,price_other,0.883036665
production_nuclear,price_residential,1.036030279
production_nuclear,price_transportation,0.950908466
production_nuclear,revenue_all_sectors,1.581286535
production_nuclear,revenue_commercial,1.531422116
production_nuclear,revenue_industrial,1.541745891
production_nuclear,revenue_other,1.530678109
production_nuclear,revenue_residential,1.57909986
production_nuclear,revenue_transportation,1.316753235
production_nuclear,revenue_all_sectors_per_capita,0.971587067
production_nuclear,revenue_commercial_per_capita,0.953889361
production_nuclear,revenue_industrial_per_capita,0.854894411
production_nuclear,revenue_other_per_capita,1.135870633
production_nuclear,revenue_residential_per_capita,1.158473238
production_nuclear,revenue_transportation_per_capita,0.948531905
production_nuclear,sales_all_sectors,1.623342836
production_nuclear,sales_commercial,1.600721246
production_nuclear,sales_industrial,1.549350865
production_nuclear,sales_other,1.531144322
production_nuclear,sales_residential,1.594063778
production_nuclear,sales_transportation,1.403894089
production_nuclear,sales_all_sectors_per_capita,0.896065043
production_nuclear,sales_commercial_per_capita,0.899626994
production_nuclear,sales_industrial_per_capita,0.876545002
production_nuclear,sales_other_per_capita,1.069697019
production_nuclear,sales_residential_per_capita,1.065218487
production_nuclear,sales_transportation_per_capita,0.963335021
production_other,production_all_sources,1.364031827
production_other,electricity_export,1.049430696
production_other,electricity_import,1.141896056
production_other,export_minus_import,0.874746192
production_other,price_all_sectors,1.193635059
production_other,price_commercial,1.189876919
production_other,price_industrial,1.147199517
production_other,price_other,1.070529576
production_other,price_residential,1.176996489
production_other,price_transportation,1.016223775
production_other,revenue_all_sectors,1.418140847
production_other,revenue_commercial,1.404808014
production_other,revenue_industrial,1.19857852
production_other,revenue_other,1.430214466
production_other,revenue_residential,1.468713374
production_other,revenue_transportation,1.21832753
production_other,revenue_all_sectors_per_capita,1.028104171
production_other,revenue_commercial_per_capita,1.02481074
production_other,revenue_industrial_per_capita,0.906052212
production_other,revenue_other_per_capita,1.111756731
production_other,revenue_residential_per_capita,1.120058634
production_other,revenue_transportation_per_capita,0.98295362
production_other,sales_all_sectors,1.420434195
production_other,sales_commercial,1.453398127
production_other,sales_industrial,1.160002808
production_other,sales_other,1.37882861
production_other,sales_residential,1.498200057
production_other,sales_transportation,1.262490408
production_other,sales_all_sectors_per_capita,0.839652026
production_other,sales_commercial_per_capita,0.912291992
production_other,sales_industrial_per_capita,0.823008535
production_other,sales_other_per_capita,1.008147607
production_other,sales_residential_per_capita,0.979384413
production_other,sales_transportation_per_capita,0.98734554
production_all_sources,electricity_export,1.108083283
production_all_sources,electricity_import,1.079112288
production_all_sources,export_minus_import,0.98079864
production_all_sources,price_all_sectors,0.897063545
production_all_sources,price_commercial,0.908821795
production_all_sources,price_industrial,0.830158108
production_all_sources,price_other,0.765954115
production_all_sources,price_residential,0.913083498
production_all_sources,price_transportation,0.905560081
production_all_sources,revenue_all_sectors,1.858340696
production_all_sources,revenue_commercial,1.737054568
production_all_sources,revenue_industrial,1.871928445
production_all_sources,revenue_other,1.687199227
production_all_sources,revenue_residential,1.876961282
production_all_sources,revenue_transportation,1.141679766
production_all_sources,revenue_all_sectors_per_capita,0.963056455
production_all_sources,revenue_commercial_per_capita,0.868628671
production_all_sources,revenue_industrial_per_capita,0.965322848
production_all_sources,revenue_other_per_capita,1.114798343
production_all_sources,revenue_residential_per_capita,1.176066679
production_all_sources,revenue_transportation_per_capita,0.792722139
production_all_sources,sales_all_sectors,1.949946128
production_all_sources,sales_commercial,1.865890382
production_all_sources,sales_industrial,1.888572133
production_all_sources,sales_other,1.688429812
production_all_sources,sales_residential,1.925467532
production_all_sources,sales_transportation,1.19263404
production_all_sources,sales_all_sectors_per_capita,1.039454367
production_all_sources,sales_commercial_per_capita,0.887454732
production_all_sources,sales_industrial_per_capita,1.031649131
production_all_sources,sales_other_per_capita,1.081339674
production_all_sources,sales_residential_per_capita,1.215777394
production_all_sources,sales_transportation_per_capita,0.790360888
electricity_export,electricity_import,1.439715003
electricity_export,export_minus_import,1.144326341
electricity_export,price_all_sectors,0.948799168
electricity_export,price_commercial,0.961390444
electricity_export,price_industrial,0.904459719
electricity_export,price_other,0.884113616
electricity_export,price_residential,0.938897753
electricity_export,price_transportation,0.941168106
electricity_export,revenue_all_sectors,1.094985243
electricity_export,revenue_commercial,1.124478394
electricity_export,revenue_industrial,1.038401318
electricity_export,revenue_other,1.266678198
electricity_export,revenue_residential,1.075678236
electricity_export,revenue_transportation,1.151836676
electricity_export,revenue_all_sectors_per_capita,0.838448861
electricity_export,revenue_commercial_per_capita,0.938900599
electricity_export,revenue_industrial_per_capita,0.857093424
electricity_export,revenue_other_per_capita,1.126412156
electricity_export,revenue_residential_per_capita,0.844684646
electricity_export,revenue_transportation_per_capita,0.971622682
electricity_export,sales_all_sectors,1.104799089
electricity_export,sales_commercial,1.12720909
electricity_export,sales_industrial,1.066615133
electricity_export,sales_other,1.25017209
electricity_export,sales_residential,1.088915846
electricity_export,sales_transportation,1.140803047
electricity_export,sales_all_sectors_per_capita,0.903606637
electricity_export,sales_commercial_per_capita,0.950436938
electricity_export,sales_industrial_per_capita,0.916062224
electricity_export,sales_other_per_capita,1.127523887
electricity_export,sales_residential_per_capita,0.939152694
electricity_export,sales_transportation_per_capita,0.957060225
electricity_import,export_minus_import,0.174728466
electricity_import,price_all_sectors,1.25995773
electricity_import,price_commercial,1.266811069
electricity_import,price_industrial,1.122934547
electricity_import,price_other,1.101603214
electricity_import,price_residential,1.271134386
electricity_import,price_transportation,1.176129822
electricity_import,revenue_all_sectors,1.306534983
electricity_import,revenue_commercial,1.419048849
electricity_import,revenue_industrial,1.101173153
electricity_import,revenue_other,1.497900288
electricity_import,revenue_residential,1.238880792
electricity_import,revenue_transportation,1.707259833
electricity_import,revenue_all_sectors_per_capita,0.932815069
electricity_import,revenue_commercial_per_capita,1.05674075
electricity_import,revenue_industrial_per_capita,0.821057071
electricity_import,revenue_other_per_capita,1.192615091
electricity_import,revenue_residential_per_capita,0.908774847
electricity_import,revenue_transportation_per_capita,1.133292262
electricity_import,sales_all_sectors,1.156585808
electricity_import,sales_commercial,1.275639062
electricity_import,sales_industrial,1.007763664
electricity_import,sales_other,1.398823773
electricity_import,sales_residential,1.108230946
electricity_import,sales_transportation,1.677825608
electricity_import,sales_all_sectors_per_capita,0.692700369
electricity_import,sales_commercial_per_capita,0.867851186
electricity_import,sales_industrial_per_capita,0.782826224
electricity_import,sales_other_per_capita,1.062127391
electricity_import,sales_residential_per_capita,0.668224409
electricity_import,sales_transportation_per_capita,1.095065567
export_minus_import,price_all_sectors,0.681395094
export_minus_import,price_commercial,0.681761589
export_minus_import,price_industrial,0.804481479
export_minus_import,price_other,0.802681352
export_minus_import,price_residential,0.662855251
export_minus_import,price_transportation,0.775220372
export_minus_import,revenue_all_sectors,0.721997971
export_minus_import,revenue_commercial,0.616579782
export_minus_import,revenue_industrial,0.912677864
export_minus_import,revenue_other,0.564625673
export_minus_import,revenue_residential,0.784396552
export_minus_import,revenue_transportation,0.342621933
export_minus_import,revenue_all_sectors_per_capita,0.972440462
export_minus_import,revenue_commercial_per_capita,0.899066974
export_minus_import,revenue_industrial_per_capita,1.107294185
export_minus_import,revenue_other_per_capita,0.846379985
export_minus_import,revenue_residential_per_capita,1.002847947
export_minus_import,revenue_transportation_per_capita,0.839139452
export_minus_import,sales_all_sectors,0.893376504
export_minus_import,sales_commercial,0.776299706
export_minus_import,sales_industrial,1.033332978
export_minus_import,sales_other,0.674546696
export_minus_import,sales_residential,0.936664707
export_minus_import,sales_transportation,0.364856357
export_minus_import,sales_all_sectors_per_capita,1.27795908
export_minus_import,sales_commercial_per_capita,1.114431475
export_minus_import,sales_industrial_per_capita,1.186494083
export_minus_import,sales_other_per_capita,1.005705033
export_minus_import,sales_residential_per_capita,1.327276528
export_minus_import,sales_transportation_per_capita,0.8702512
price_all_sectors,price_commercial,1.987984307
price_all_sectors,price_industrial,1.954025238
price_all_sectors,price_other,1.697060986
price_all_sectors,price_residential,1.987373531
price_all_sectors,price_transportation,1.515891554
price_all_sectors,revenue_all_sectors,1.184927556
price_all_sectors,revenue_commercial,1.261878253
price_all_sectors,revenue_industrial,1.032288434
price_all_sectors,revenue_other,1.21016687
price_all_sectors,revenue_residential,1.153695587
price_all_sectors,revenue_transportation,1.503396138
price_all_sectors,revenue_all_sectors_per_capita,1.511422069
price_all_sectors,revenue_commercial_per_capita,1.476622228
price_all_sectors,revenue_industrial_per_capita,1.054343088
price_all_sectors,revenue_other_per_capita,0.941599138
price_all_sectors,revenue_residential_per_capita,1.416998464
price_all_sectors,revenue_transportation_per_capita,1.360204723
price_all_sectors,sales_all_sectors,0.972789726
price_all_sectors,sales_commercial,1.093107781
price_all_sectors,sales_industrial,0.804030508
price_all_sectors,sales_other,1.118399832
price_all_sectors,sales_residential,0.979469145
price_all_sectors,sales_transportation,1.50399373
price_all_sectors,sales_all_sectors_per_capita,0.462595333
price_all_sectors,sales_commercial_per_capita,0.892308117
price_all_sectors,sales_industrial_per_capita,0.523255055
price_all_sectors,sales_other_per_capita,0.716605458
price_all_sectors,sales_residential_per_capita,0.477205395
price_all_sectors,sales_transportation_per_capita,1.32229535
price_commercial,price_industrial,1.936221071
price_commercial,price_other,1.666301615
price_commercial,price_residential,1.978735551
price_commercial,price_transportation,1.537495132
price_commercial,revenue_all_sectors,1.181977284
price_commercial,revenue_commercial,1.257614333
price_commercial,revenue_industrial,1.059901174
price_commercial,revenue_other,1.25881107
price_commercial,revenue_residential,1.139267438
price_commercial,revenue_transportation,1.534278493
price_commercial,revenue_all_sectors_per_capita,1.536915769
price_commercial,revenue_commercial_per_capita,1.471766669
price_commercial,revenue_industrial_per_capita,1.136089151
price_commercial,revenue_other_per_capita,0.956529673
price_commercial,revenue_residential_per_capita,1.403047726
price_commercial,revenue_transportation_per_capita,1.373700127
price_commercial,sales_all_sectors,0.975476142
price_commercial,sales_commercial,1.081551488
price_commercial,sales_industrial,0.843829222
price_commercial,sales_other,1.162596925
price_commercial,sales_residential,0.968349727
price_commercial,sales_transportation,1.538561429
price_commercial,sales_all_sectors_per_capita,0.516450709
price_commercial,sales_commercial_per_capita,0.88282984
price_commercial,sales_industrial_per_capita,0.604801762
price_commercial,sales_other_per_capita,0.738450576
price_commercial,sales_residential_per_capita,0.488832125
price_commercial,sales_transportation_per_capita,1.334642473
price_industrial,price_other,1.670405236
price_industrial,price_residential,1.926603483
price_industrial,price_transportation,1.419740819
price_industrial,revenue_all_sectors,1.087179945
price_industrial,revenue_commercial,1.146419809
price_industrial,revenue_industrial,0.996959827
price_industrial,revenue_other,1.019653552
price_industrial,revenue_residential,1.060566145
price_industrial,revenue_transportation,1.231685628
price_industrial,revenue_all_sectors_per_capita,1.497176153
price_industrial,revenue_commercial_per_capita,1.440524673
price_industrial,revenue_industrial_per_capita,1.126040897
price_industrial,revenue_other_per_capita,0.799144963
price_industrial,revenue_residential_per_capita,1.371451299
price_industrial,revenue_transportation_per_capita,1.289610006
price_industrial,sales_all_sectors,0.89976363
price_industrial,sales_commercial,1.00E+00
price_industrial,sales_industrial,0.771262611
price_industrial,sales_other,0.953785486
price_industrial,sales_residential,0.91167581
price_industrial,sales_transportation,1.250310423
price_industrial,sales_all_sectors_per_capita,0.513145147
price_industrial,sales_commercial_per_capita,0.904039201
price_industrial,sales_industrial_per_capita,0.579953009
price_industrial,sales_other_per_capita,0.634742418
price_industrial,sales_residential_per_capita,0.503503604
price_industrial,sales_transportation_per_capita,1.279334911
price_other,price_residential,1.712746445
price_other,price_transportation,1
price_other,revenue_all_sectors,0.869399148
price_other,revenue_commercial,0.916743118
price_other,revenue_industrial,0.855455181
price_other,revenue_other,0.82120843
price_other,revenue_residential,0.850929614
price_other,revenue_transportation,1
price_other,revenue_all_sectors_per_capita,1.243114511
price_other,revenue_commercial_per_capita,1.19761407
price_other,revenue_industrial_per_capita,1.054431821
price_other,revenue_other_per_capita,0.666315426
price_other,revenue_residential_per_capita,1.178803774
price_other,revenue_transportation_per_capita,1
price_other,sales_all_sectors,0.77316484
price_other,sales_commercial,0.828918186
price_other,sales_industrial,0.760513951
price_other,sales_other,0.734104393
price_other,sales_residential,0.779805669
price_other,sales_transportation,1
price_other,sales_all_sectors_per_capita,0.547257603
price_other,sales_commercial_per_capita,0.811964639
price_other,sales_industrial_per_capita,0.736404422
price_other,sales_other_per_capita,0.45001234
price_other,sales_residential_per_capita,0.570409533
price_other,sales_transportation_per_capita,1
price_residential,price_transportation,1.510629185
price_residential,revenue_all_sectors,1.182647962
price_residential,revenue_commercial,1.249521569
price_residential,revenue_industrial,1.055014561
price_residential,revenue_other,1.225606581
price_residential,revenue_residential,1.151300375
price_residential,revenue_transportation,1.514646562
price_residential,revenue_all_sectors_per_capita,1.507399754
price_residential,revenue_commercial_per_capita,1.422688334
price_residential,revenue_industrial_per_capita,1.123455214
price_residential,revenue_other_per_capita,0.959868276
price_residential,revenue_residential_per_capita,1.431406823
price_residential,revenue_transportation_per_capita,1.276960249
price_residential,sales_all_sectors,0.975751156
price_residential,sales_commercial,1.083756322
price_residential,sales_industrial,0.837408005
price_residential,sales_other,1.133243831
price_residential,sales_residential,0.972734015
price_residential,sales_transportation,1.51140324
price_residential,sales_all_sectors_per_capita,0.484202294
price_residential,sales_commercial_per_capita,0.841598794
price_residential,sales_industrial_per_capita,0.593673839
price_residential,sales_other_per_capita,0.731309551
price_residential,sales_residential_per_capita,0.473151216
price_residential,sales_transportation_per_capita,1.234932478
price_transportation,revenue_all_sectors,1.075605116
price_transportation,revenue_commercial,1.125635963
price_transportation,revenue_industrial,0.949544456
price_transportation,revenue_other,1
price_transportation,revenue_residential,1.06233563
price_transportation,revenue_transportation,1.320284034
price_transportation,revenue_all_sectors_per_capita,1.508154195
price_transportation,revenue_commercial_per_capita,1.374563156
price_transportation,revenue_industrial_per_capita,1.060917343
price_transportation,revenue_other_per_capita,1
price_transportation,revenue_residential_per_capita,1.376041734
price_transportation,revenue_transportation_per_capita,1.302319764
price_transportation,sales_all_sectors,0.941111288
price_transportation,sales_commercial,0.988017496
price_transportation,sales_industrial,0.885888181
price_transportation,sales_other,1
price_transportation,sales_residential,0.940553797
price_transportation,sales_transportation,1.223999438
price_transportation,sales_all_sectors_per_capita,1.01588491
price_transportation,sales_commercial_per_capita,1.146430598
price_transportation,sales_industrial_per_capita,0.899121887
price_transportation,sales_other_per_capita,1
price_transportation,sales_residential_per_capita,0.917447567
price_transportation,sales_transportation_per_capita,1.212372602
revenue_all_sectors,revenue_commercial,1.969050267
revenue_all_sectors,revenue_industrial,1.85174877
revenue_all_sectors,revenue_other,1.804568903
revenue_all_sectors,revenue_residential,1.98283685
revenue_all_sectors,revenue_transportation,1.386080405
revenue_all_sectors,revenue_all_sectors_per_capita,1.040629112
revenue_all_sectors,revenue_commercial_per_capita,1.039863595
revenue_all_sectors,revenue_industrial_per_capita,0.837028759
revenue_all_sectors,revenue_other_per_capita,1.143467364
revenue_all_sectors,revenue_residential_per_capita,1.208359102
revenue_all_sectors,revenue_transportation_per_capita,0.930302388
revenue_all_sectors,sales_all_sectors,1.944145596
revenue_all_sectors,sales_commercial,1.979040702
revenue_all_sectors,sales_industrial,1.721308897
revenue_all_sectors,sales_other,1.763789064
revenue_all_sectors,sales_residential,1.918676475
revenue_all_sectors,sales_transportation,1.435037405
revenue_all_sectors,sales_all_sectors_per_capita,0.806383686
revenue_all_sectors,sales_commercial_per_capita,0.893856401
revenue_all_sectors,sales_industrial_per_capita,0.792367649
revenue_all_sectors,sales_other_per_capita,1.0540826
revenue_all_sectors,sales_residential_per_capita,0.976896102
revenue_all_sectors,sales_transportation_per_capita,0.916790451
revenue_commercial,revenue_industrial,1.737624218
revenue_commercial,revenue_other,1.782454083
revenue_commercial,revenue_residential,1.928249146
revenue_commercial,revenue_transportation,1.537175934
revenue_commercial,revenue_all_sectors_per_capita,1.026628016
revenue_commercial,revenue_commercial_per_capita,1.106485778
revenue_commercial,revenue_industrial_per_capita,0.759105002
revenue_commercial,revenue_other_per_capita,1.134833654
revenue_commercial,revenue_residential_per_capita,1.135208975
revenue_commercial,revenue_transportation_per_capita,1.025652272
revenue_commercial,sales_all_sectors,1.854355929
revenue_commercial,sales_commercial,1.950837481
revenue_commercial,sales_industrial,1.572635929
revenue_commercial,sales_other,1.7222343
revenue_commercial,sales_residential,1.822730776
revenue_commercial,sales_transportation,1.58450538
revenue_commercial,sales_all_sectors_per_capita,0.724954558
revenue_commercial,sales_commercial_per_capita,0.917836458
revenue_commercial,sales_industrial_per_capita,0.711937926
revenue_commercial,sales_other_per_capita,1.029835705
revenue_commercial,sales_residential_per_capita,0.8539472
revenue_commercial,sales_transportation_per_capita,1.006751226
revenue_industrial,revenue_other,1.635972777
revenue_industrial,revenue_residential,1.813368163
revenue_industrial,revenue_transportation,1.050665056
revenue_industrial,revenue_all_sectors_per_capita,1.052661808
revenue_industrial,revenue_commercial_per_capita,0.91304418
revenue_industrial,revenue_industrial_per_capita,1.123565376
revenue_industrial,revenue_other_per_capita,1.0341042
revenue_industrial,revenue_residential_per_capita,1.164417158
revenue_industrial,revenue_transportation_per_capita,0.795057227
revenue_industrial,sales_all_sectors,1.888577211
revenue_industrial,sales_commercial,1.803824942
revenue_industrial,sales_industrial,1.929274138
revenue_industrial,sales_other,1.61877938
revenue_industrial,sales_residential,1.805972649
revenue_industrial,sales_transportation,1.11785397
revenue_industrial,sales_all_sectors_per_capita,0.988000312
revenue_industrial,sales_commercial_per_capita,0.837700556
revenue_industrial,sales_industrial_per_capita,1.062911859
revenue_industrial,sales_other_per_capita,0.990845491
revenue_industrial,sales_residential_per_capita,1.068333449
revenue_industrial,sales_transportation_per_capita,0.800098717
revenue_other,revenue_residential,1.784708061
revenue_other,revenue_transportation,1
revenue_other,revenue_all_sectors_per_capita,0.994948336
revenue_other,revenue_commercial_per_capita,1.029009869
revenue_other,revenue_industrial_per_capita,0.78208705
revenue_other,revenue_other_per_capita,1.5481321
revenue_other,revenue_residential_per_capita,1.074797199
revenue_other,revenue_transportation_per_capita,1
revenue_other,sales_all_sectors,1.748190018
revenue_other,sales_commercial,1.777927716
revenue_other,sales_industrial,1.571543108
revenue_other,sales_other,1.972265485
revenue_other,sales_residential,1.695334794
revenue_other,sales_transportation,1
revenue_other,sales_all_sectors_per_capita,0.811228741
revenue_other,sales_commercial_per_capita,0.866624527
revenue_other,sales_industrial_per_capita,0.81098244
revenue_other,sales_other_per_capita,1.414815843
revenue_other,sales_residential_per_capita,0.892783856
revenue_other,sales_transportation_per_capita,1
revenue_residential,revenue_transportation,1.309185469
revenue_residential,revenue_all_sectors_per_capita,1.050952058
revenue_residential,revenue_commercial_per_capita,1.024610559
revenue_residential,revenue_industrial_per_capita,0.819223023
revenue_residential,revenue_other_per_capita,1.142447451
revenue_residential,revenue_residential_per_capita,1.282778287
revenue_residential,revenue_transportation_per_capita,0.894525794
revenue_residential,sales_all_sectors,1.95129445
revenue_residential,sales_commercial,1.971953252
revenue_residential,sales_industrial,1.703327992
revenue_residential,sales_other,1.755561058
revenue_residential,sales_residential,1.958666007
revenue_residential,sales_transportation,1.346914778
revenue_residential,sales_all_sectors_per_capita,0.836011519
revenue_residential,sales_commercial_per_capita,0.907584214
revenue_residential,sales_industrial_per_capita,0.785418228
revenue_residential,sales_other_per_capita,1.062475845
revenue_residential,sales_residential_per_capita,1.066621867
revenue_residential,sales_transportation_per_capita,0.881179483
revenue_transportation,revenue_all_sectors_per_capita,1.085359596
revenue_transportation,revenue_commercial_per_capita,1.214139229
revenue_transportation,revenue_industrial_per_capita,0.680236433
revenue_transportation,revenue_other_per_capita,1
revenue_transportation,revenue_residential_per_capita,0.967184398
revenue_transportation,revenue_transportation_per_capita,1.350128988
revenue_transportation,sales_all_sectors,1.183509147
revenue_transportation,sales_commercial,1.342439518
revenue_transportation,sales_industrial,0.955998614
revenue_transportation,sales_other,1
revenue_transportation,sales_residential,1.131342951
revenue_transportation,sales_transportation,1.974497606
revenue_transportation,sales_all_sectors_per_capita,0.627100739
revenue_transportation,sales_commercial_per_capita,0.989640178
revenue_transportation,sales_industrial_per_capita,0.638313791
revenue_transportation,sales_other_per_capita,1
revenue_transportation,sales_residential_per_capita,0.60397324
revenue_transportation,sales_transportation_per_capita,1.310343405
revenue_all_sectors_per_capita,revenue_commercial_per_capita,1.772806974
revenue_all_sectors_per_capita,revenue_industrial_per_capita,1.478938713
revenue_all_sectors_per_capita,revenue_other_per_capita,1.078007821
revenue_all_sectors_per_capita,revenue_residential_per_capita,1.688244866
revenue_all_sectors_per_capita,revenue_transportation_per_capita,1.698317035
revenue_all_sectors_per_capita,sales_all_sectors,0.955066347
revenue_all_sectors_per_capita,sales_commercial,0.953412406
revenue_all_sectors_per_capita,sales_industrial,0.95926209
revenue_all_sectors_per_capita,sales_other,0.955603691
revenue_all_sectors_per_capita,sales_residential,0.97083201
revenue_all_sectors_per_capita,sales_transportation,1.052012377
revenue_all_sectors_per_capita,sales_all_sectors_per_capita,1.387003881
revenue_all_sectors_per_capita,sales_commercial_per_capita,1.533875742
revenue_all_sectors_per_capita,sales_industrial_per_capita,1.154699158
revenue_all_sectors_per_capita,sales_other_per_capita,0.960984722
revenue_all_sectors_per_capita,sales_residential_per_capita,1.160690339
revenue_all_sectors_per_capita,sales_transportation_per_capita,1.659630416
revenue_commercial_per_capita,revenue_industrial_per_capita,0.930923695
revenue_commercial_per_capita,revenue_other_per_capita,1.126138621
revenue_commercial_per_capita,revenue_residential_per_capita,1.261590415
revenue_commercial_per_capita,revenue_transportation_per_capita,1.936023348
revenue_commercial_per_capita,sales_all_sectors,0.918901149
revenue_commercial_per_capita,sales_commercial,1.010492516
revenue_commercial_per_capita,sales_industrial,0.802845438
revenue_commercial_per_capita,sales_other,0.974142314
revenue_commercial_per_capita,sales_residential,0.927481518
revenue_commercial_per_capita,sales_transportation,1.199694662
revenue_commercial_per_capita,sales_all_sectors_per_capita,1.124211238
revenue_commercial_per_capita,sales_commercial_per_capita,1.785622089
revenue_commercial_per_capita,sales_industrial_per_capita,0.742974352
revenue_commercial_per_capita,sales_other_per_capita,1.002428609
revenue_commercial_per_capita,sales_residential_per_capita,0.81000271
revenue_commercial_per_capita,sales_transportation_per_capita,1.91340018
revenue_industrial_per_capita,revenue_other_per_capita,0.773201826
revenue_industrial_per_capita,revenue_residential_per_capita,1.310677055
revenue_industrial_per_capita,revenue_transportation_per_capita,0.598194766
revenue_industrial_per_capita,sales_all_sectors,0.869479351
revenue_industrial_per_capita,sales_commercial,0.747526481
revenue_industrial_per_capita,sales_industrial,1.144085352
revenue_industrial_per_capita,sales_other,0.783373338
revenue_industrial_per_capita,sales_residential,0.823650658
revenue_industrial_per_capita,sales_transportation,0.670588731
revenue_industrial_per_capita,sales_all_sectors_per_capita,1.565523386
revenue_industrial_per_capita,sales_commercial_per_capita,0.922328812
revenue_industrial_per_capita,sales_industrial_per_capita,1.797910127
revenue_industrial_per_capita,sales_other_per_capita,0.81104866
revenue_industrial_per_capita,sales_residential_per_capita,1.258140532
