state,year,production_all_sources,sales_all_sectors,revenue_all_sectors,price_all_sectors,export_minus_import,#
Indiana,2004,63.4166372,48.21248264,8.540741634,-26.23639191,0,#
Indiana,2005,63.42356065,48.4305148,7.169033174,-27.51794649,-10.84362959,#
Indiana,2006,63.19951788,46.83945119,6.644174305,-27.13318884,-30.47939128,#
Indiana,2007,59.75250286,48.23582554,5.570994572,-29.42904586,22.56647239,#
Indiana,2008,59.85195366,46.15781358,6.329731288,-29.14029277,82.35297067,#
Indiana,2009,50.27290352,40.81436617,9.231451854,-23.35969393,31.06553342,#
Indiana,2010,54.35497417,43.97984227,12.35862606,-24.12421927,-1.46535535,#
Indiana,2011,51.44005433,43.91857238,16.46967766,-22.38077142,3.80992391,#
Indiana,2012,44.15857195,45.178704,22.29031534,-19.9003467,-16.11890885,#
Iowa,2001,-44.76761752,-40.73777188,-50.05173968,-15.36299259,-5.27527926,#
Iowa,2002,-44.04070648,-39.81257686,-49.73155741,-15.97401173,0,#
Iowa,2003,-44.9285866,-39.8474185,-50.53854947,-16.90178405,1.46535535,#
Iowa,2004,-44.68614135,-41.19651905,-50.56121871,-15.39657854,0.58614214,#
Iowa,2005,-44.64930706,-40.43660305,-51.0645597,-17.53317381,0.87921321,#
Iowa,2006,-43.11524861,-39.77581845,-52.54968616,-20.92935816,0,#
Iowa,2007,-39.11455996,-38.67157821,-54.10595082,-25.8462128,0,#
Iowa,2008,-34.47604623,-37.85386892,-56.02952433,-31.13915617,0,#
Iowa,2009,-33.20353501,-38.12108522,-53.58304775,-25.87413967,0,#
Iowa,2010,-29.08847487,-38.26839771,-51.89384163,-24.22314466,0,#
Iowa,2011,-30.10016639,-37.90682029,-52.56261011,-26.74140224,0,#
Iowa,2012,-28.76580915,-36.90432834,-50.57919255,-25.50442377,0,#
Kansas,2001,-39.2115595,-46.14178624,-53.89172316,-13.9845397,0,#
Kansas,2002,-37.90894805,-45.9700215,-52.65354614,-11.77970283,0,#
Kansas,2003,-39.10794799,-46.37529276,-54.20544206,-13.63769701,0,#
Kansas,2004,-40.16560147,-46.62538432,-55.35863471,-15.79315708,0.29307107,#
Kansas,2005,-42.51012766,-45.63628653,-56.2798251,-19.25893699,0.29307107,#
Kansas,2006,-43.06487925,-44.75854944,-57.20225366,-22.28292122,0,#
Kansas,2007,-38.70737222,-45.58555478,-59.25864827,-25.7376421,-0.29307107,#
Kansas,2008,-42.44513125,-46.01283812,-58.73054644,-25.54233867,0,#
Kansas,2009,-39.87899453,-45.77470612,-55.95567129,-19.73889207,0,#
Kansas,2010,-40.90727424,-45.09366789,-53.35688878,-17.39729216,0,#
Kansas,2011,-43.75487494,-44.56358343,-50.20695971,-13.8533156,0,#
Kansas,2012,-44.16348747,-44.37991705,-47.25600663,-9.851656783,0,#
Kentucky,2001,29.61966769,20.15910415,-30.03437675,-41.55359749,0,#
Kentucky,2002,21.19491936,28.42741989,-23.91290397,-40.44081364,0,#
Kentucky,2003,19.93214326,24.39987064,-26.11852618,-39.88639697,0,#
Kentucky,2004,20.90254546,24.38631363,-24.40591481,-38.79471229,0,#
Kentucky,2005,22.62249921,24.47320292,-23.38272359,-38.24233196,0.29307107,#
Kentucky,2006,23.55609871,23.32466693,-24.76308234,-38.75127173,0,#
Kentucky,2007,18.89334108,25.18350641,-19.97220308,-36.59471197,0,#
Kentucky,2008,20.79075457,27.64257672,-17.99089315,-37.43557585,0,#
Kentucky,2009,16.73321923,25.92266027,-16.43236528,-34.42325517,0,#
Kentucky,2010,21.10796138,27.10213225,-12.90156955,-33.42320673,0,#
Kentucky,2011,21.95288339,21.7771389,-11.77964865,-30.52061562,0,#
Kentucky,2012,13.05597928,22.92025642,-9.376264478,-29.8524146,0,#
Louisiana,2001,19.39974213,12.22204498,7.23915861,-4.059678902,0,#
Louisiana,2002,24.96379006,16.64550816,-2.944587392,-16.25363233,0,#
Louisiana,2003,24.07231243,13.5242371,5.763329037,-5.749486653,0,#
Louisiana,2004,25.56107732,14.63329757,7.276632249,-5.746500778,0,#
Louisiana,2005,16.09724207,7.808839547,6.337484677,-1.015154811,0,#
Louisiana,2006,13.71310347,7.65510956,0.486579953,-6.378555315,0,#
Louisiana,2007,13.21070358,7.792491528,-0.897707046,-8.909183804,0,#
Louisiana,2008,14.11305479,7.550474339,4.174994956,-5.653647926,0,#
Louisiana,2009,17.20108948,11.54571635,-19.87417234,-28.99205238,0,#
Louisiana,2010,26.86298568,15.5699113,-8.200009393,-22.83818908,0,#
Louisiana,2011,30.80600984,17.46676847,-8.847358013,-25.57856736,0,#
Louisiana,2012,29.97109403,16.96014896,-18.04781507,-33.33080727,0,#
Maine,2001,-73.42225223,-81.7422449,-73.56256074,45.42677983,-2820.809049,#
Maine,2002,-70.34816733,-83.16217049,-75.79239974,44.703657,-2085.200663,#
Maine,2003,-75.19256302,-82.52403868,-76.9855808,33.1475506,-2439.230516,#
Maine,2004,-75.57277946,-82.2197402,-77.38417667,28.09486781,-3797.907996,#
Maine,2005,-76.37867021,-82.77759487,-77.63025991,30.29512001,-4023.279649,#
Maine,2006,-78.96853595,-82.92814653,-77.3557267,33.10036714,-3183.044891,#
Maine,2007,-80.27695581,-83.93251301,-74.31702466,58.40464938,-3365.042026,#
Maine,2008,-78.9000844,-84.05134331,-77.35593296,38.22140352,-1118.945345,#
Maine,2009,-78.94117308,-84.00186444,-78.68069147,31.6563788,-1980.28122,#
Maine,2010,-79.01502426,-84.33583549,-79.53091263,27.02021182,-1846.933883,#
Maine,2011,-80.19300597,-84.47449394,-80.26460727,21.90385712,-2653.172397,#
Maine,2012,-81.86498404,-84.04141006,-80.84910955,14.11060379,-1970.023733,#
Maryland,2001,-33.35147317,-7.389016932,-16.17005158,-9.022109303,-37.22002589,#
Maryland,2002,-36.47386987,0.632214987,-13.52954506,-13.59723669,0,#
Maryland,2003,-31.68508452,4.020146568,-9.80981397,-12.27766074,0,#
Maryland,2004,-33.42519953,-3.833786316,-9.650443114,-5.482115086,0,#
Maryland,2005,-33.98755558,-4.761960609,-4.862471555,0.217533174,0,#
Maryland,2006,-38.77115369,-12.20976719,-1.786791052,12.2329367,0,#
Maryland,2007,-38.61476707,-11.41267428,11.62396871,24.85630349,0,#
Maryland,2008,-41.54332743,-13.48386427,15.44258275,29.92612044,0,#
Maryland,2009,-43.61742244,-11.2547618,18.17719639,31.55580097,0,#
Maryland,2010,-46.22976224,-11.25005823,14.74520665,25.63525624,-110.7808645,#
Maryland,2011,-48.14658808,-13.50084494,4.328479166,15.60516816,-203.9774647,#
Maryland,2012,-52.47768341,-14.67415494,-2.207427684,8.989636815,0,#
Massachusetts,2001,-45.79647716,-21.12732749,24.99742733,59.21130872,-1136.822681,#
Massachusetts,2002,-42.48142369,-20.96057563,10.49236414,40.6491584,-497.3416058,#
Massachusetts,2003,-35.39523022,-18.96258235,15.08705537,43.61982986,-212.7695968,#
Massachusetts,2004,-37.97280979,-19.28796255,14.12653396,42.37169518,-480.0504127,#
Massachusetts,2005,-39.28101455,-20.27773587,19.30368391,50.14139656,-613.1046784,#
Massachusetts,2006,-41.52426146,-22.38644194,34.775104,74.27124342,-580.2807186,#
Massachusetts,2007,-40.40119371,-22.59176714,28.55711875,64.59317921,-734.4361014,#
Massachusetts,2008,-45.5654438,-23.65073049,27.49130618,62.60753689,-3848.31622,#
Massachusetts,2009,-48.43576376,-22.92401296,21.26507877,55.39274656,-4572.787905,#
Massachusetts,2010,-46.38796606,-22.4051162,12.60855363,41.06761842,-3387.608498,#
Massachusetts,2011,-51.72117385,-24.42181955,7.79222988,36.7300019,-4425.666228,#
Massachusetts,2012,-53.73020477,-23.64690328,6.949987479,33.24176345,-954.532475,#
Michigan,2001,54.99768644,53.86481544,47.19817121,-3.921833613,2101.319572,#
Michigan,2002,57.84489798,54.10307022,51.79483656,-0.874499698,2233.787696,#
Michigan,2003,48.2584767,58.93413954,46.47838054,-6.837515667,3564.330353,#
Michigan,2004,54.39062553,53.26115531,39.72946843,-8.258164852,3203.559866,#
Michigan,2005,55.22638375,53.85744764,36.70684132,-10.87665869,2698.891484,#
Michigan,2006,43.3706264,50.10965602,37.26902871,-8.183306056,2116.559268,#
Michigan,2007,48.66163978,48.06864933,38.26847326,-7.389194022,1205.694382,#
Michigan,2008,44.18957832,44.51913953,32.66422182,-10.6508064,-2304.417823,#
Michigan,2009,32.55763353,39.12593051,33.18102433,-5.456840278,-5636.92896,#
Michigan,2010,40.07093524,40.79424556,41.63301488,-2.261706172,-3563.744211,#
Michigan,2011,37.71119452,42.87869957,50.17084997,0.779023371,-4068.412594,#
Michigan,2012,37.89563782,44.68834795,61.40630485,6.090976261,-4104.753406,#
Minnesota,2001,-34.08383028,-8.821103189,-25.24282031,-17.70636251,-8269.293311,#
Minnesota,2002,-30.55420035,-8.517919382,-26.30561086,-18.91002796,-4174.21125,#
Minnesota,2003,-28.01494896,-7.907876173,-25.57651823,-18.26182032,2511.325999,#
Minnesota,2004,-33.02697832,-8.939401059,-25.42032928,-17.51166407,-2610.090949,#
Minnesota,2005,-33.53955347,-8.030574667,-25.27331711,-18.5193242,-7753.488228,#
Minnesota,2006,-33.41715337,-7.211395417,-27.18743573,-21.26774893,-7925.227875,#
Minnesota,2007,-33.38124843,-7.56450624,-24.69148551,-19.22340018,-6858.156109,#
Minnesota,2008,-32.40668527,-6.016396729,-24.86024758,-22.1442709,-7767.555639,#
Minnesota,2009,-32.38978662,-9.247977485,-24.80020372,-18.12964679,-7791.880538,#
Minnesota,2010,-33.82155612,-7.902745952,-21.18285613,-16.80373977,-7106.094234,#
Minnesota,2011,-34.13238463,-6.791693843,-18.51367783,-16.17898537,-7709.527567,#
Minnesota,2012,-34.39886919,-6.150366603,-15.50757005,-14.39289165,-6262.342624,#
Mississippi,2001,-27.39589489,-33.46124641,-42.79211434,-13.70884913,0,#
Mississippi,2002,-43.56645154,-33.11016925,-42.02425694,-12.75837491,0,#
Mississippi,2003,-47.50184282,-33.51704485,-42.27084259,-12.14165711,0,#
Mississippi,2004,-44.15609834,-33.82176136,-39.17815281,-7.465007776,0,#
Mississippi,2005,-43.50698127,-36.0564218,-40.7925212,-7.055325937,0,#
Mississippi,2006,-42.18301878,-34.7735361,-38.89664992,-6.040164551,0,#
Mississippi,2007,-38.80337901,-34.76497211,-42.65776009,-12.81772896,0,#
Mississippi,2008,-40.50065943,-34.80290268,-39.85317479,-10.15109056,0,#
Mississippi,2009,-37.27182765,-34.70683659,-41.18540082,-10.9886209,0,#
Mississippi,2010,-32.81410792,-32.50632162,-40.96128531,-15.02308259,0,#
Mississippi,2011,-36.05325522,-32.89817003,-40.47754447,-14.91924758,0,#
Mississippi,2012,-31.39408245,-33.20689191,-41.62873738,-16.90506413,0,#
Missouri,2001,8.779706744,9.999030554,-8.978201327,-16.87929077,0,#
Missouri,2002,7.212509255,10.37569166,-6.649252437,-14.85552936,0,#
Missouri,2003,14.72034856,8.372124519,-12.23684418,-18.12581669,0.29307107,#
Missouri,2004,11.7863288,6.463451435,-15.14876146,-19.75894246,6.15449247,#
Missouri,2005,13.63969856,12.75609663,-15.11748169,-24.43622652,-10.25748745,#
Missouri,2006,14.55031307,13.97463848,-19.24891957,-28.93793958,-2.9307107,#
Missouri,2007,10.52994902,15.87475098,-16.6924543,-28.77762166,-0.58614214,#
Missouri,2008,11.00877175,15.28285765,-19.10031147,-31.63887201,-193.4269062,#
Missouri,2009,12.34163263,12.98775196,-15.45244182,-26.07529532,-658.2376232,#
Missouri,2010,11.6380341,16.93565296,-7.393921399,-23.03603988,-1.17228428,#
Missouri,2011,17.36113536,14.59128414,-3.669807057,-19.3767813,-11.42977173,#
Missouri,2012,15.30295914,13.79165962,-1.425477235,-17.58141826,-9.96441638,#
Montana,2001,-67.08148395,-82.80198074,-84.70431528,-10.67625277,0,#
Montana,2002,-66.48143191,-81.11651403,-85.03887894,-20.30813093,-52.16665046,#
Montana,2003,-65.65083666,-81.27912516,-84.54467496,-16.49377317,-10.25748745,#
Montana,2004,-65.73752236,-81.3728061,-84.33710936,-15.39657854,36.04774161,#
Montana,2005,-64.97814324,-81.2229814,-84.50266717,-17.16336741,-9.37827424,#
Montana,2006,-64.6766877,-80.80164679,-85.08359251,-22.05732738,213.64881,#
Montana,2007,-64.62071927,-78.95820268,-83.56635556,-22.58909184,54.21814795,#
Montana,2008,-63.41947729,-79.06096119,-83.41222444,-22.84387309,247.6450542,#
Montana,2009,-65.59363452,-79.68691803,-84.35050851,-23.86258308,288.0888618,#
Montana,2010,-63.26577916,-81.76637887,-85.38256679,-22.04678589,375.4240407,#
Montana,2011,-62.64132236,-81.24744062,-84.39711183,-20.24890747,368.6834061,#
Montana,2012,-65.05271907,-80.86334097,-83.96577986,-20.28683478,165.2920835,#
Nebraska,2001,-58.58749358,-62.85549558,-72.51061385,-25.70138926,0,#
Nebraska,2002,-58.39605412,-62.23555196,-70.88893799,-22.40528538,0,#
Nebraska,2003,-60.17555136,-62.25572176,-71.36907282,-23.29395451,-2.34456856,#
Nebraska,2004,-59.06128701,-62.79971637,-72.14242576,-24.65007776,2.63763963,#
Nebraska,2005,-60.55828198,-62.42051419,-72.88410433,-27.64121529,4.10299498,#
Nebraska,2006,-60.39135522,-62.09477777,-74.13970845,-31.53226877,1.17228428,#
Nebraska,2007,-60.32699223,-61.73076996,-73.65681907,-31.81760123,-9.08520317,#
Nebraska,2008,-60.04201194,-60.6382179,-73.43134932,-34.23739442,0,#
Nebraska,2009,-56.20510157,-59.65759214,-70.40272404,-27.48338494,0,#
Nebraska,2010,-54.833118,-59.4533153,-68.97491348,-25.60810024,0,#
Nebraska,2011,-55.24299352,-59.63887019,-67.86173092,-23.64050922,0,#
Nebraska,2012,-56.99296376,-57.44590206,-63.80581441,-19.12737055,0,#
Nevada,2001,-53.98133825,-57.6800803,-54.36054017,8.346397103,0,#
Nevada,2002,-57.77704292,-57.02113748,-49.69241953,17.72026975,-84.69753923,#
Nevada,2003,-56.59414215,-56.01512749,-50.94096706,12.74700659,-220.9755868,#
Nevada,2004,-51.82385145,-54.98416234,-49.38694317,13.15707621,-188.1516269,#
Nevada,2005,-49.5912001,-54.72421781,-49.81758745,11.18845624,-245.3004856,#
